Timestamp,ID,Power,Speed,Heart rate,Cadence,Temperature,Accumulated power,Steering,Grade,X,Y,Z
2024-08-05 13:10:06+00:00,0WETT,89.0,6.219846820161962,105.0,72.0,26.0,3194.0,-7.98,10.244604659407106,185.88417990900314,372.9484266487629,200.7224141438802
2024-08-05 13:10:07+00:00,0WETT,88.0,5.481039357823587,105.0,68.0,26.0,3282.0,-3.1020408163265305,7.521621495077055,189.91747664444526,377.1816376967599,201.50892639160156
2024-08-05 13:10:08+00:00,0WETT,113.0,4.705221023227989,106.0,61.0,26.0,3395.0,-2.7142857142857144,6.38173940230389,193.57182292520767,380.62852372372885,202.00127563476562
2024-08-05 13:10:09+00:00,0WETT,148.0,4.4615761424261065,106.0,52.0,26.0,3543.0,-0.041666666666666664,6.407907274034288,197.04853108372504,383.7269461364799,202.42672729492188
2024-08-05 13:10:10+00:00,0WETT,113.0,4.512428736007572,106.0,52.0,26.0,3543.0,0.04,5.674244807316707,200.60018110623915,386.86545404581983,202.84639689127604
2024-08-05 13:10:11+00:00,0WETT,113.0,3.660979366524158,106.0,46.0,26.0,3769.0,-2.92,6.705098470052083,203.58364887230294,389.4749992509876,203.1849241256714
2024-08-05 13:10:12+00:00,0WETT,91.0,3.2705684510501865,107.0,54.0,26.0,3860.0,-0.5098039215686274,6.256507424747243,206.22158626665095,391.6808748650977,203.5167663574219
2024-08-05 13:10:13+00:00,0WETT,79.0,2.870334594581458,107.0,48.0,26.0,3939.0,1.1020408163265305,6.22090732350069,208.59813616515189,393.6399368629186,203.790553373449
2024-08-05 13:10:14+00:00,0WETT,90.0,2.983188829241258,108.0,38.0,26.0,4029.0,7.1,6.063749983504012,210.9739738625897,395.6604867439798,204.06505489349365
2024-08-05 13:10:15+00:00,0WETT,105.0,2.6112438942899647,108.0,38.0,26.0,4029.0,3.0833333333333335,5.181110927036831,213.12916214335885,397.6779281788777,204.32330131530762
2024-08-05 13:10:16+00:00,0WETT,105.0,2.5475233536969366,109.0,39.0,26.0,4239.0,1.0,6.223926028689823,214.8603982321632,399.3943107517631,204.5389851888021
2024-08-05 13:10:17+00:00,0WETT,109.0,2.1479096814696206,109.0,39.0,26.0,4239.0,1.86,6.22265625,216.51031668180292,401.0527269276636,204.746479288737
2024-08-05 13:10:18+00:00,0WETT,109.0,2.0974712627716214,109.0,43.0,26.0,4457.0,5.083333333333333,6.258169809977214,217.9833065529184,402.57238844712253,204.9329023361206
2024-08-05 13:10:19+00:00,0WETT,107.0,2.0580434601064646,110.0,56.0,26.0,4564.0,6.294117647058823,6.406954715126439,219.34645281423593,404.0549838293448,205.11188761393228
2024-08-05 13:10:20+00:00,0WETT,92.0,2.1502730585539074,110.0,51.0,26.0,4656.0,1.1875,6.519001552036831,220.73381634610098,405.6535086001129,205.30552768707275
2024-08-05 13:10:21+00:00,0WETT,144.0,2.4354158320681973,110.0,46.0,26.0,4800.0,3.6666666666666665,6.545966779681998,222.1515316455858,407.33406351388584,205.50862407684326
2024-08-05 13:10:22+00:00,0WETT,151.0,4.425816385046946,110.0,49.0,26.0,4951.0,2.234042553191489,6.56191237429355,224.40564979045797,410.16436851383287,205.84480381011963
2024-08-05 13:10:23+00:00,0WETT,140.0,2.564520401791186,110.0,51.0,26.0,5091.0,-0.09803921568627451,6.37504382011218,226.6812844050282,413.12387340096683,206.19148921966553
2024-08-05 13:10:24+00:00,0WETT,165.0,2.309290947033882,110.0,51.0,26.0,5091.0,1.9183673469387754,6.201902577574824,228.1442078496508,415.03482872531606,206.40662479400635
2024-08-05 13:10:25+00:00,0WETT,165.0,2.2992143894318735,110.0,52.0,26.0,5421.0,-0.21568627450980393,6.153067564352964,229.4569455654639,416.7802494148054,206.59888022286552
2024-08-05 13:10:26+00:00,0WETT,143.0,2.3665428561421527,110.0,54.0,26.0,5564.0,2.0408163265306123,6.149556086613582,230.76230887094206,418.5257417095012,206.79011128743488
2024-08-05 13:10:27+00:00,0WETT,145.0,2.3606066237374463,110.0,55.0,26.0,5709.0,1.9019607843137254,6.141916910807292,232.1388301384641,420.40751219090293,206.99382495880127
2024-08-05 13:10:28+00:00,0WETT,144.0,2.3619688831035375,110.0,55.0,26.0,5853.0,-0.9183673469387755,6.132663026147959,233.49708568589116,422.3090418930759,207.1980428059896
2024-08-05 13:10:29+00:00,0WETT,144.0,2.414602213157521,110.0,55.0,26.0,5997.0,-2.4285714285714284,6.130939640410959,234.87558489289253,424.2180155232986,207.40536975860596
2024-08-05 13:10:30+00:00,0WETT,138.0,2.436065890261433,110.0,55.0,26.0,6135.0,-0.2,6.165303269477739,236.36288365245454,426.2260325765112,207.6252841949463
2024-08-05 13:10:31+00:00,0WETT,134.0,2.4255421540923057,111.0,55.0,26.0,6269.0,0.7,6.1755828857421875,237.84798048628053,428.23200702017715,207.8449125289917
2024-08-05 13:10:32+00:00,0WETT,126.0,2.372939112758481,111.0,54.0,26.0,6395.0,-0.02040816326530612,6.175869458342252,239.339350257199,430.25741790073164,208.06687568215762
2024-08-05 13:10:33+00:00,0WETT,142.0,2.3291310780594032,112.0,53.0,26.0,6537.0,-3.04,6.165763123394692,240.8245324622103,432.264541535712,208.2875680923462
2024-08-05 13:10:34+00:00,0WETT,135.0,2.344652940006403,113.0,54.0,26.0,6672.0,-0.3333333333333333,6.163817957827919,242.25274101373205,434.1408916419739,208.49647331237793
2024-08-05 13:10:35+00:00,0WETT,138.0,2.439613761458072,113.0,54.0,26.0,6672.0,-1.86,6.163581641944679,243.7269281507851,436.0500886144748,208.70932312011718
2024-08-05 13:10:36+00:00,0WETT,138.0,2.379742881490458,114.0,53.0,26.0,6948.0,-0.3,6.16302490234375,245.1947830535623,437.9244233189926,208.91941452026367
2024-08-05 13:10:37+00:00,0WETT,163.0,2.4175001342472178,115.0,54.0,26.0,7111.0,-0.76,6.171841965508215,246.70809992034972,439.8401019373572,209.13496017456055
2024-08-05 13:10:38+00:00,0WETT,135.0,2.5276316922008113,115.0,56.0,26.0,7246.0,-0.12,6.1719970703125,248.27602851078802,441.815625913002,209.35723972320557
2024-08-05 13:10:39+00:00,0WETT,174.0,2.5695707588645753,116.0,56.0,26.0,7420.0,2.5306122448979593,6.176120287751498,249.89064865068283,443.85650022711127,209.5865659713745
2024-08-05 13:10:40+00:00,0WETT,161.0,2.5956245711367987,116.0,58.0,26.0,7581.0,3.5,6.169540817673142,251.50527653463635,445.9634309417949,209.81865692138672
2024-08-05 13:10:41+00:00,0WETT,143.0,2.488116821000248,116.0,59.0,26.0,7724.0,2.52,6.170623779296875,253.03499681474375,448.05152574332317,210.04511260986328
2024-08-05 13:10:42+00:00,0WETT,148.0,2.521670224401783,117.0,58.0,26.0,7872.0,-0.4583333333333333,6.166490827287946,254.5136439650081,450.1343832753675,210.26925945281982
2024-08-05 13:10:43+00:00,0WETT,133.0,2.517992650946427,117.0,57.0,26.0,8005.0,-0.5294117647058824,6.165661389314676,256.00238973631434,452.23930474495313,210.4965362548828
2024-08-05 13:10:44+00:00,0WETT,141.0,2.577545668533699,118.0,56.0,26.0,8146.0,-1.0,6.163716634114583,257.47389716648183,454.30205115160464,210.72022501627603
2024-08-05 13:10:45+00:00,0WETT,170.0,2.6628305453996988,119.0,57.0,26.0,8316.0,1.5918367346938775,6.163149463887117,258.92941912587884,456.3267864206085,210.93978068033854
2024-08-05 13:10:46+00:00,0WETT,171.0,2.6049081628363013,120.0,59.0,26.0,8487.0,3.2549019607843137,6.159892835115132,260.4402723766824,458.47987783229786,211.16958045959473
2024-08-05 13:10:47+00:00,0WETT,155.0,2.6706441214120664,120.0,60.0,26.0,8642.0,1.0,6.154914751444777,261.92990616171807,460.6961456252345,211.40307712554932
2024-08-05 13:10:48+00:00,0WETT,129.0,2.582494666210996,122.0,59.0,26.0,8771.0,0.7647058823529411,6.1397753263774675,263.37711078679587,462.8869797003525,211.63333536783855
2024-08-05 13:10:49+00:00,0WETT,120.0,2.3045939859689653,123.0,57.0,26.0,8891.0,1.26,6.123472514905427,264.69559581748234,464.90597857474995,211.84414100646973
2024-08-05 13:10:50+00:00,0WETT,95.0,2.7865036379539294,124.0,52.0,26.0,8986.0,0.72,6.1159515380859375,266.0225373635673,466.9743850876412,212.0582722981771
2024-08-05 13:10:51+00:00,0WETT,100.0,2.256843753793012,125.0,58.0,26.0,9086.0,1.9183673469387754,6.097834819072002,267.3688968827588,469.10493388770544,212.27737223307292
2024-08-05 13:10:52+00:00,0WETT,103.0,2.0607317865675387,126.0,59.0,26.0,9189.0,0.14,6.093007405598958,268.49154867676003,470.91087272745006,212.46240615844727
2024-08-05 13:10:53+00:00,0WETT,126.0,2.02659285182119,127.0,59.0,26.0,9189.0,0.14,6.021228589509663,269.54755144520215,472.6190596302478,212.6362569173177
2024-08-05 13:10:54+00:00,0WETT,126.0,2.0721199247876245,128.0,58.0,26.0,9441.0,-3.46,6.017249738666373,270.6540506440125,474.40637658425265,212.8173630658318
2024-08-05 13:10:55+00:00,0WETT,137.0,2.0367995888785115,129.0,60.0,26.0,9578.0,-1.346938775510204,6.040144939811862,271.8298659171069,476.247597083466,213.0068073272705
2024-08-05 13:10:56+00:00,0WETT,118.0,2.1574939146645997,129.0,61.0,26.0,9696.0,-0.18,6.0504210622687085,272.9529883706786,477.9766359957856,213.1852783203125
2024-08-05 13:10:57+00:00,0WETT,102.0,2.073927209226476,130.0,59.0,26.0,9798.0,-0.6875,6.0620880126953125,274.1176675767479,479.7625497859348,213.36974716186523
2024-08-05 13:10:58+00:00,0WETT,128.0,2.0927201683187393,130.0,59.0,26.0,9926.0,0.12244897959183673,6.089019775390625,275.26906707400974,481.51510801617445,213.5522289276123
2024-08-05 13:10:59+00:00,0WETT,124.0,2.224194565104942,130.0,59.0,26.0,10050.0,-1.58,6.098215738932292,276.44488097498987,483.3100228992486,213.73838907877604
2024-08-05 13:11:00+00:00,0WETT,145.0,2.1764197142396413,130.0,64.0,26.0,10195.0,-2.9591836734693877,6.116002919722576,277.65165642871614,485.12079205150116,213.92959022521973
2024-08-05 13:11:01+00:00,0WETT,123.0,2.2121976284117744,130.0,64.0,26.0,10195.0,-2.06,6.221338220544763,278.92731016649503,486.9709668759309,214.1288766860962
2024-08-05 13:11:02+00:00,0WETT,123.0,2.1799605555030617,130.0,64.0,26.0,10441.0,-1.72,6.280049641927083,280.2309138728333,488.8123280151677,214.331298828125
2024-08-05 13:11:03+00:00,0WETT,128.0,2.160542050232992,130.0,62.0,26.0,10569.0,1.18,6.324982978928257,281.5335171917226,490.62240091147004,214.53214073181152
2024-08-05 13:11:04+00:00,0WETT,113.0,2.2028385954836143,130.0,61.0,26.0,10682.0,0.6382978723404256,6.340367743309508,282.82178127323783,492.4392797777298,214.7327299118042
2024-08-05 13:11:05+00:00,0WETT,134.0,2.1924197404968484,130.0,61.0,26.0,10816.0,-0.56,6.371148427327474,284.1208908245129,494.2804575987126,214.93740463256836
2024-08-05 13:11:06+00:00,0WETT,147.0,2.120014316363349,130.0,62.0,26.0,10963.0,1.183673469387755,6.399186452229817,285.44346170314344,496.15062435267697,215.14607418284697
2024-08-05 13:11:07+00:00,0WETT,125.0,2.0827851167500024,130.0,63.0,26.0,11088.0,-0.3877551020408163,6.370095030902183,286.6951689250214,497.9361614116141,215.34518909454346
2024-08-05 13:11:08+00:00,0WETT,115.0,2.2235977238186195,130.0,61.0,26.0,11203.0,0.803921568627451,6.35300686484889,287.93510762321705,499.7056929384868,215.54117940266926
2024-08-05 13:11:09+00:00,0WETT,140.0,2.0590878101078562,130.0,61.0,26.0,11343.0,0.4,6.36370849609375,289.18846649760417,501.5117389158928,215.74012487074907
2024-08-05 13:11:10+00:00,0WETT,115.0,2.162920339819753,130.0,61.0,26.0,11458.0,1.0,6.389660305447048,290.44283614716244,503.33517752787446,215.9415340423584
2024-08-05 13:11:11+00:00,0WETT,104.0,2.0465131884176992,130.0,59.0,26.0,11562.0,-0.08333333333333333,6.3910166422526045,291.66953635359374,505.13579031999643,216.1401252746582
2024-08-05 13:11:12+00:00,0WETT,123.0,2.0347532977597917,130.0,57.0,26.0,11685.0,0.32653061224489793,6.39088604901288,292.79014449167005,506.78603015748376,216.32207641601562
2024-08-05 13:11:13+00:00,0WETT,122.0,2.0295368035436088,130.0,57.0,26.0,11807.0,0.08,6.403509775797526,293.8811189217752,508.3979326536435,216.4997111002604
2024-08-05 13:11:14+00:00,0WETT,125.0,2.1331593909834448,130.0,57.0,26.0,11807.0,-1.1020408163265305,6.443553068199936,295.0315155038442,510.1008384927573,216.6879587173462
2024-08-05 13:11:15+00:00,0WETT,125.0,2.016899043170156,130.0,58.0,26.0,12057.0,-1.3061224489795917,6.460905728274828,296.2092324628007,511.8255399961923,216.8814442952474
2024-08-05 13:11:16+00:00,0WETT,166.0,2.1079945367356436,130.0,60.0,26.0,12223.0,1.0408163265306123,6.468785273564326,297.3463118794657,513.4690582745175,217.06611824035645
2024-08-05 13:11:17+00:00,0WETT,101.0,2.1727938735573376,130.0,61.0,26.0,12324.0,1.196078431372549,6.4220227693256575,298.55555594270413,515.241736507816,217.26354268391927
2024-08-05 13:11:18+00:00,0WETT,124.0,2.0824373141172066,131.0,58.0,26.0,12448.0,-0.3333333333333333,6.346861521402995,299.69160356877467,516.9290459292273,217.4492980957031
2024-08-05 13:11:19+00:00,0WETT,118.0,2.018784208391073,131.0,58.0,26.0,12448.0,0.54,6.347422281901042,300.7925849093596,518.5611158536929,217.62763468424478
2024-08-05 13:11:20+00:00,0WETT,118.0,2.035457390116867,131.0,59.0,26.0,12684.0,2.061224489795918,6.3478727598448055,301.87136222759824,520.1732143280084,217.80313415527343
2024-08-05 13:11:21+00:00,0WETT,126.0,2.0357982303970736,132.0,59.0,26.0,12810.0,2.7755102040816326,6.346638997395833,302.94713768004834,521.8221699200021,217.98013712565105
2024-08-05 13:11:22+00:00,0WETT,117.0,2.0051706761043318,132.0,59.0,26.0,12810.0,1.0784313725490196,6.284806535050675,304.0025807597277,523.4945628466194,218.15838718414307
2024-08-05 13:11:23+00:00,0WETT,117.0,2.1340385102827444,132.0,59.0,26.0,13044.0,-2.44,6.1985015869140625,305.0941157354785,525.2375928566587,218.34223429361978
2024-08-05 13:11:24+00:00,0WETT,138.0,2.098118460255923,132.0,58.0,26.0,13182.0,-1.4489795918367347,6.098524729410808,306.19828111000976,526.9587367133555,218.5235382080078
2024-08-05 13:11:25+00:00,0WETT,127.0,2.098863622248172,133.0,60.0,26.0,13309.0,-0.0784313725490196,6.002044677734375,307.33246576417764,528.6927424946441,218.70292377471924
2024-08-05 13:11:26+00:00,0WETT,114.0,2.0983003389719457,133.0,60.0,26.0,13423.0,1.625,6.0120900472005205,308.5098160556633,530.4968161203684,218.88714408874512
2024-08-05 13:11:27+00:00,0WETT,101.0,2.036226973368409,133.0,58.0,26.0,13524.0,0.1568627450980392,5.901170388246194,309.6062252857667,532.2087271957072,219.0607706705729
2024-08-05 13:11:28+00:00,0WETT,100.0,1.9694159555507116,133.0,56.0,26.0,13624.0,-1.1020408163265305,5.821087895607461,310.6386540262654,533.8270094612486,219.22191874186197
2024-08-05 13:11:29+00:00,0WETT,112.0,3.7148469965620614,133.0,56.0,26.0,13736.0,-4.571428571428571,5.714692009819879,312.10635378033055,536.0643641415604,219.44368171691895
2024-08-05 13:11:30+00:00,0WETT,114.0,2.712843812448229,133.0,56.0,26.0,13850.0,-2.938775510204082,5.619482091955237,314.11719470274323,538.9406690655505,219.73108418782553
2024-08-05 13:11:31+00:00,0WETT,101.0,1.930915029256875,133.0,56.0,26.0,13951.0,-2.54,5.5445318352686215,315.3237678105936,540.5867778375452,219.89513301849365
2024-08-05 13:11:32+00:00,0WETT,98.0,2.011023543684502,133.0,54.0,26.0,14049.0,-1.0980392156862746,5.517001029772636,316.5457221459794,542.2106269929286,220.05667209625244
2024-08-05 13:11:33+00:00,0WETT,127.0,1.9159502373765267,133.0,57.0,26.0,14176.0,-1.0612244897959184,5.499578981983419,317.7600848190487,543.8013985744062,220.21467399597168
2024-08-05 13:11:34+00:00,0WETT,93.0,2.018027665419954,132.0,57.0,26.0,14269.0,-2.36,5.445444742838542,318.974340352473,545.3724208131376,220.37059211730957
2024-08-05 13:11:35+00:00,0WETT,108.0,2.0411621223131777,132.0,56.0,26.0,14377.0,-0.3469387755102041,5.40618896484375,320.24381033971537,546.980890830523,220.5302998860677
2024-08-05 13:11:36+00:00,0WETT,106.0,1.9300697477978357,132.0,56.0,26.0,14377.0,1.6666666666666667,5.389116956042005,321.41304855041875,548.455876345375,220.67515462239584
2024-08-05 13:11:37+00:00,0WETT,106.0,2.03736398120852,132.0,57.0,26.0,14589.0,2.6458333333333335,5.373366673787435,322.5487611998569,549.9106277892339,220.81660788399833
2024-08-05 13:11:38+00:00,0WETT,101.0,4.030487607559061,132.0,57.0,26.0,14589.0,0.0196078431372549,5.3758001946783684,324.21312337157417,552.1008651550823,221.02659810384114
2024-08-05 13:11:39+00:00,0WETT,101.0,2.8102039456622605,132.0,58.0,26.0,14791.0,-6.673469387755102,5.270666825143914,326.421278703969,554.9784278317918,221.3076944986979
2024-08-05 13:11:40+00:00,0WETT,119.0,2.804741411597327,131.0,58.0,26.0,14791.0,-15.3,4.9173612852354305,327.8816122711032,556.6954718597847,221.47599182128906
2024-08-05 13:11:41+00:00,0WETT,119.0,3.8851370959686293,131.0,58.0,26.0,15029.0,-13.895833333333334,4.734509611782962,330.4173045005513,559.0867518170332,221.72957255045574
2024-08-05 13:11:42+00:00,0WETT,118.0,2.1377346045384806,131.0,62.0,26.0,15147.0,-17.607843137254903,4.269020230162377,332.73723998154423,560.8225197473204,222.48847198486328
2024-08-05 13:11:43+00:00,0WETT,67.0,2.1565454084486206,130.0,61.0,26.0,15214.0,-18.28,3.2261286026392226,334.4955651794749,561.8433996557075,222.9803728376116
2024-08-05 13:11:44+00:00,0WETT,72.0,2.0818965214408527,130.0,59.0,26.0,15286.0,-19.04,5.004792464406867,336.30844965153665,562.6616874394985,222.2387939453125
2024-08-05 13:11:45+00:00,0WETT,74.0,1.9291572294705526,130.0,59.0,25.0,15286.0,-20.081632653061224,0.9950107998318143,338.1140384174708,563.2662947449174,222.3703145345052
2024-08-05 13:11:46+00:00,0WETT,74.0,2.045250284313334,129.0,59.0,26.0,15434.0,-17.122448979591837,-1.4506702691736355,340.009960172602,563.6949207013844,222.34092903137207
2024-08-05 13:11:47+00:00,0WETT,77.0,2.187906472148254,129.0,57.0,26.0,15511.0,-12.46,1.262115478515625,342.13498130087277,563.9802495804721,222.31228351593018
2024-08-05 13:11:48+00:00,0WETT,84.0,2.39751166775534,129.0,67.0,25.0,15595.0,-7.020833333333333,2.8673306317396565,344.41718761075356,564.1274445157337,222.40576782226563
2024-08-05 13:11:49+00:00,0WETT,104.0,2.7305728491037358,128.0,81.0,25.0,15699.0,-5.8,1.7296609999258308,346.8988544188544,564.1679648989866,222.48479557037354
2024-08-05 13:11:50+00:00,0WETT,66.0,3.000824893396603,128.0,81.0,26.0,15765.0,-4.25,1.3249356981734155,349.7348186453999,564.1057583540969,222.5503053665161
2024-08-05 13:11:51+00:00,0WETT,46.0,4.695091755232084,128.0,81.0,25.0,15765.0,-6.081632653061225,1.0603612783003826,353.9242743846036,563.8337559108054,222.62289905548096
2024-08-05 13:11:52+00:00,0WETT,46.0,2.932440174922419,128.0,73.0,25.0,15857.0,-15.96,1.4040629069010417,357.69902729719456,563.3374166937956,222.67815494537354
2024-08-05 13:11:53+00:00,0WETT,59.0,2.972513268218538,128.0,55.0,25.0,15916.0,-11.705882352941176,0.26157379150390625,360.5326019146,562.6130224320392,222.73383903503418
2024-08-05 13:11:54+00:00,0WETT,86.0,3.176314133787025,127.0,47.0,25.0,16002.0,-9.76,-0.30792236328125,363.58904784374727,561.516431113966,222.72622770421646
2024-08-05 13:11:55+00:00,0WETT,77.0,3.3151800250652297,127.0,47.0,25.0,16002.0,-7.857142857142857,-0.4041849772135417,366.7273286738336,560.0879757307969,222.7273006439209
2024-08-05 13:11:56+00:00,0WETT,77.0,3.381806325256803,127.0,50.0,25.0,16156.0,-6.64,-1.0120697021484375,369.62439581170554,558.515748984957,222.6804453531901
2024-08-05 13:11:57+00:00,0WETT,60.0,3.6520524589775443,127.0,50.0,25.0,16156.0,-5.326530612244898,-0.40608512030707467,372.56905256302093,556.6830736521958,222.65531253814697
2024-08-05 13:11:58+00:00,0WETT,60.0,3.862268335038196,127.0,54.0,25.0,16276.0,-7.32,-0.3957960340711806,375.61024997254816,554.5363049624717,222.63379923502603
2024-08-05 13:11:59+00:00,0WETT,53.0,3.927917969909972,127.0,58.0,25.0,16329.0,-9.938775510204081,-0.565582275390625,378.5990038000223,552.0578786487483,222.6114616394043
2024-08-05 13:12:00+00:00,0WETT,57.0,4.069016466442113,127.0,61.0,25.0,16386.0,-10.46,-1.2785237630208333,381.381220348637,549.2498700276429,222.56594645182292
2024-08-05 13:12:01+00:00,0WETT,66.0,4.252871340432623,126.0,64.0,25.0,16452.0,-10.56,-1.15484619140625,383.9327050663652,546.0008615474393,222.95305824279785
2024-08-05 13:12:02+00:00,0WETT,63.0,4.362190912482182,125.0,66.0,25.0,16515.0,-9.137254901960784,-0.9054135053585737,386.09536387139235,542.4668885953055,222.4215545654297
2024-08-05 13:12:03+00:00,0WETT,62.0,4.563924775373051,124.0,69.0,25.0,16577.0,-5.688888888888889,-0.681908925374349,387.8397698271346,538.7457904698663,222.3748311360677
2024-08-05 13:12:04+00:00,0WETT,84.0,4.763370656188534,124.0,71.0,25.0,16661.0,-2.857142857142857,-0.562791700487013,389.4477354864875,534.5718759281181,222.33441162109375
2024-08-05 13:12:05+00:00,0WETT,113.0,4.968640297116274,123.0,74.0,25.0,16774.0,-0.68,-0.5210217134452161,390.9149063619205,530.3114238557732,222.62179347446985
2024-08-05 13:12:06+00:00,0WETT,73.0,5.01089578473283,123.0,76.0,25.0,16847.0,-2.1875,-0.5208333333333334,392.2825736698638,526.0840619051507,222.2665797642299
2024-08-05 13:12:07+00:00,0WETT,75.0,5.077479925999743,123.0,78.0,25.0,16922.0,-2.52,-0.5087687174479166,393.6057089979939,521.4020868372713,222.23053169250488
